220,16,269,449
220,18,247,412
220,20,228,380
220,25,174,291
420,16,308,449
420,18,382,412
420,20,260,380
420,25,199,291
420,30,174,247
420,35,155,215
420,40,136,183
420,45,126,165
420,50,119,150
500,16,324,449
500,18,297,412
500,20,274,380
500,25,210,291
500,30,183,247
500,35,164,215
500,40,144,183
500,45,133,165
500,50,125,150
